14/06/16 14:16:11 INFO terasort.TeraSort: starting
14/06/16 14:16:12 INFO mapred.FileInputFormat: Total input paths to process : 100
14/06/16 14:16:12 WARN snappy.LoadSnappy: Snappy native library is available
14/06/16 14:16:12 INFO util.NativeCodeLoader: Loaded the native-hadoop library
14/06/16 14:16:12 INFO snappy.LoadSnappy: Snappy native library loaded
14/06/16 14:16:20 INFO zlib.ZlibFactory: Successfully loaded & initialized native-zlib library
14/06/16 14:16:20 INFO compress.CodecPool: Got brand-new compressor
Making 100 from 100000 records
Step size is 1000.0
14/06/16 14:16:21 INFO mapred.FileInputFormat: Total input paths to process : 100
14/06/16 14:16:31 INFO mapred.JobClient: Running job: job_201406131535_0040
14/06/16 14:16:32 INFO mapred.JobClient:  map 0% reduce 0%
14/06/16 14:16:47 INFO mapred.JobClient:  map 1% reduce 0%
14/06/16 14:16:48 INFO mapred.JobClient:  map 2% reduce 0%
14/06/16 14:16:50 INFO mapred.JobClient:  map 3% reduce 0%
14/06/16 14:16:51 INFO mapred.JobClient:  map 4% reduce 0%
14/06/16 14:17:00 INFO mapred.JobClient:  map 5% reduce 0%
14/06/16 14:17:04 INFO mapred.JobClient:  map 6% reduce 0%
14/06/16 14:17:09 INFO mapred.JobClient:  map 7% reduce 0%
14/06/16 14:17:15 INFO mapred.JobClient:  map 8% reduce 0%
14/06/16 14:17:19 INFO mapred.JobClient:  map 9% reduce 0%
14/06/16 14:17:22 INFO mapred.JobClient:  map 10% reduce 0%
14/06/16 14:17:27 INFO mapred.JobClient:  map 11% reduce 0%
14/06/16 14:17:35 INFO mapred.JobClient:  map 12% reduce 0%
14/06/16 14:17:36 INFO mapred.JobClient:  map 12% reduce 1%
14/06/16 14:17:41 INFO mapred.JobClient:  map 13% reduce 1%
14/06/16 14:17:46 INFO mapred.JobClient:  map 14% reduce 1%
14/06/16 14:17:57 INFO mapred.JobClient:  map 15% reduce 1%
14/06/16 14:18:04 INFO mapred.JobClient:  map 16% reduce 1%
14/06/16 14:18:09 INFO mapred.JobClient:  map 17% reduce 1%
14/06/16 14:18:13 INFO mapred.JobClient:  map 17% reduce 2%
14/06/16 14:18:15 INFO mapred.JobClient:  map 18% reduce 2%
14/06/16 14:18:21 INFO mapred.JobClient:  map 19% reduce 2%
14/06/16 14:18:28 INFO mapred.JobClient:  map 20% reduce 2%
14/06/16 14:18:32 INFO mapred.JobClient:  map 21% reduce 2%
14/06/16 14:18:36 INFO mapred.JobClient:  map 22% reduce 2%
14/06/16 14:18:41 INFO mapred.JobClient:  map 23% reduce 2%
14/06/16 14:18:49 INFO mapred.JobClient:  map 24% reduce 2%
14/06/16 14:18:54 INFO mapred.JobClient:  map 25% reduce 2%
14/06/16 14:18:58 INFO mapred.JobClient:  map 26% reduce 2%
14/06/16 14:19:00 INFO mapred.JobClient:  map 26% reduce 3%
14/06/16 14:19:05 INFO mapred.JobClient:  map 27% reduce 3%
14/06/16 14:19:10 INFO mapred.JobClient:  map 28% reduce 3%
14/06/16 14:19:17 INFO mapred.JobClient:  map 29% reduce 3%
14/06/16 14:19:23 INFO mapred.JobClient:  map 30% reduce 3%
14/06/16 14:19:30 INFO mapred.JobClient:  map 31% reduce 3%
14/06/16 14:19:34 INFO mapred.JobClient:  map 32% reduce 3%
14/06/16 14:19:39 INFO mapred.JobClient:  map 33% reduce 3%
14/06/16 14:19:44 INFO mapred.JobClient:  map 34% reduce 4%
14/06/16 14:19:51 INFO mapred.JobClient:  map 35% reduce 4%
14/06/16 14:19:56 INFO mapred.JobClient:  map 36% reduce 4%
14/06/16 14:20:01 INFO mapred.JobClient:  map 37% reduce 4%
14/06/16 14:20:08 INFO mapred.JobClient:  map 38% reduce 4%
14/06/16 14:20:13 INFO mapred.JobClient:  map 39% reduce 4%
14/06/16 14:20:19 INFO mapred.JobClient:  map 40% reduce 4%
14/06/16 14:20:25 INFO mapred.JobClient:  map 40% reduce 5%
14/06/16 14:20:26 INFO mapred.JobClient:  map 41% reduce 5%
14/06/16 14:20:31 INFO mapred.JobClient:  map 42% reduce 5%
14/06/16 14:20:37 INFO mapred.JobClient:  map 43% reduce 5%
14/06/16 14:20:41 INFO mapred.JobClient:  map 44% reduce 5%
14/06/16 14:20:47 INFO mapred.JobClient:  map 45% reduce 5%
14/06/16 14:20:54 INFO mapred.JobClient:  map 46% reduce 5%
14/06/16 14:20:59 INFO mapred.JobClient:  map 47% reduce 5%
14/06/16 14:21:04 INFO mapred.JobClient:  map 48% reduce 5%
14/06/16 14:21:05 INFO mapred.JobClient:  map 48% reduce 6%
14/06/16 14:21:12 INFO mapred.JobClient:  map 49% reduce 6%
14/06/16 14:21:14 INFO mapred.JobClient:  map 50% reduce 6%
14/06/16 14:21:19 INFO mapred.JobClient:  map 51% reduce 6%
14/06/16 14:21:25 INFO mapred.JobClient:  map 52% reduce 6%
14/06/16 14:21:31 INFO mapred.JobClient:  map 53% reduce 6%
14/06/16 14:21:37 INFO mapred.JobClient:  map 54% reduce 6%
14/06/16 14:21:41 INFO mapred.JobClient:  map 55% reduce 6%
14/06/16 14:21:47 INFO mapred.JobClient:  map 55% reduce 7%
14/06/16 14:21:48 INFO mapred.JobClient:  map 56% reduce 7%
14/06/16 14:21:54 INFO mapred.JobClient:  map 57% reduce 7%
14/06/16 14:22:00 INFO mapred.JobClient:  map 58% reduce 7%
14/06/16 14:22:06 INFO mapred.JobClient:  map 59% reduce 7%
14/06/16 14:22:12 INFO mapred.JobClient:  map 60% reduce 7%
14/06/16 14:22:15 INFO mapred.JobClient:  map 61% reduce 7%
14/06/16 14:22:21 INFO mapred.JobClient:  map 62% reduce 7%
14/06/16 14:22:27 INFO mapred.JobClient:  map 63% reduce 8%
14/06/16 14:22:32 INFO mapred.JobClient:  map 64% reduce 8%
14/06/16 14:22:37 INFO mapred.JobClient:  map 65% reduce 8%
14/06/16 14:22:42 INFO mapred.JobClient:  map 66% reduce 8%
14/06/16 14:22:49 INFO mapred.JobClient:  map 67% reduce 8%
14/06/16 14:22:53 INFO mapred.JobClient:  map 68% reduce 8%
14/06/16 14:23:00 INFO mapred.JobClient:  map 69% reduce 8%
14/06/16 14:23:04 INFO mapred.JobClient:  map 70% reduce 8%
14/06/16 14:23:08 INFO mapred.JobClient:  map 70% reduce 9%
14/06/16 14:23:10 INFO mapred.JobClient:  map 71% reduce 9%
14/06/16 14:23:17 INFO mapred.JobClient:  map 72% reduce 9%
14/06/16 14:23:22 INFO mapred.JobClient:  map 73% reduce 9%
14/06/16 14:23:29 INFO mapred.JobClient:  map 74% reduce 9%
14/06/16 14:23:39 INFO mapred.JobClient:  map 75% reduce 9%
