14/06/16 19:49:39 INFO terasort.TeraSort: starting
14/06/16 19:49:40 INFO mapred.FileInputFormat: Total input paths to process : 100
14/06/16 19:49:40 WARN snappy.LoadSnappy: Snappy native library is available
14/06/16 19:49:40 INFO util.NativeCodeLoader: Loaded the native-hadoop library
14/06/16 19:49:40 INFO snappy.LoadSnappy: Snappy native library loaded
14/06/16 19:49:48 INFO zlib.ZlibFactory: Successfully loaded & initialized native-zlib library
14/06/16 19:49:48 INFO compress.CodecPool: Got brand-new compressor
Making 100 from 100000 records
Step size is 1000.0
14/06/16 19:49:49 INFO mapred.FileInputFormat: Total input paths to process : 100
14/06/16 19:49:52 INFO mapred.JobClient: Running job: job_201406131535_0048
14/06/16 19:49:53 INFO mapred.JobClient:  map 0% reduce 0%
14/06/16 19:50:22 INFO mapred.JobClient:  map 1% reduce 0%
14/06/16 19:50:48 INFO mapred.JobClient:  map 2% reduce 0%
14/06/16 19:51:08 INFO mapred.JobClient:  map 3% reduce 0%
14/06/16 19:51:29 INFO mapred.JobClient:  map 4% reduce 0%
14/06/16 19:51:49 INFO mapred.JobClient:  map 5% reduce 0%
14/06/16 19:52:13 INFO mapred.JobClient:  map 6% reduce 0%
14/06/16 19:52:46 INFO mapred.JobClient:  map 7% reduce 0%
14/06/16 19:53:11 INFO mapred.JobClient: Task Id : attempt_201406131535_0048_r_000037_0, Status : FAILED
java.lang.Throwable: Child Error
	at org.apache.hadoop.mapred.TaskRunner.run(TaskRunner.java:271)
Caused by: java.io.IOException: Task process exit with nonzero status of 137.
	at org.apache.hadoop.mapred.TaskRunner.run(TaskRunner.java:258)

14/06/16 19:53:31 INFO mapred.JobClient:  map 8% reduce 0%
14/06/16 19:54:13 INFO mapred.JobClient:  map 9% reduce 0%
14/06/16 19:54:32 INFO mapred.JobClient:  map 9% reduce 1%
14/06/16 19:54:55 INFO mapred.JobClient:  map 10% reduce 1%
14/06/16 19:55:27 INFO mapred.JobClient:  map 11% reduce 1%
14/06/16 19:55:55 INFO mapred.JobClient:  map 12% reduce 1%
14/06/16 19:56:25 INFO mapred.JobClient:  map 13% reduce 1%
14/06/16 19:56:53 INFO mapred.JobClient:  map 14% reduce 1%
14/06/16 19:57:21 INFO mapred.JobClient:  map 15% reduce 1%
14/06/16 19:57:38 INFO mapred.JobClient:  map 15% reduce 2%
14/06/16 19:57:47 INFO mapred.JobClient:  map 16% reduce 2%
