Generating 500000000 using 100 maps with step of 5000000
14/06/15 04:25:44 INFO mapred.JobClient: Running job: job_201406131535_0027
14/06/15 04:25:45 INFO mapred.JobClient:  map 0% reduce 0%
14/06/15 04:26:04 INFO mapred.JobClient:  map 1% reduce 0%
14/06/15 04:26:07 INFO mapred.JobClient:  map 2% reduce 0%
14/06/15 04:26:10 INFO mapred.JobClient:  map 3% reduce 0%
14/06/15 04:26:16 INFO mapred.JobClient:  map 4% reduce 0%
14/06/15 04:26:27 INFO mapred.JobClient:  map 5% reduce 0%
14/06/15 04:26:37 INFO mapred.JobClient:  map 6% reduce 0%
14/06/15 04:26:47 INFO mapred.JobClient:  map 7% reduce 0%
14/06/15 04:26:56 INFO mapred.JobClient:  map 8% reduce 0%
14/06/15 04:27:05 INFO mapred.JobClient:  map 9% reduce 0%
14/06/15 04:27:16 INFO mapred.JobClient:  map 10% reduce 0%
14/06/15 04:27:27 INFO mapred.JobClient:  map 11% reduce 0%
14/06/15 04:27:35 INFO mapred.JobClient:  map 12% reduce 0%
14/06/15 04:27:42 INFO mapred.JobClient:  map 13% reduce 0%
14/06/15 04:27:48 INFO mapred.JobClient:  map 14% reduce 0%
14/06/15 04:27:54 INFO mapred.JobClient:  map 15% reduce 0%
14/06/15 04:28:02 INFO mapred.JobClient:  map 16% reduce 0%
14/06/15 04:28:09 INFO mapred.JobClient:  map 17% reduce 0%
14/06/15 04:28:18 INFO mapred.JobClient:  map 18% reduce 0%
14/06/15 04:28:28 INFO mapred.JobClient:  map 19% reduce 0%
14/06/15 04:28:37 INFO mapred.JobClient:  map 20% reduce 0%
14/06/15 04:28:47 INFO mapred.JobClient:  map 21% reduce 0%
14/06/15 04:28:56 INFO mapred.JobClient:  map 22% reduce 0%
14/06/15 04:29:05 INFO mapred.JobClient:  map 23% reduce 0%
14/06/15 04:29:12 INFO mapred.JobClient:  map 24% reduce 0%
14/06/15 04:29:24 INFO mapred.JobClient:  map 25% reduce 0%
14/06/15 04:29:29 INFO mapred.JobClient:  map 26% reduce 0%
14/06/15 04:29:38 INFO mapred.JobClient:  map 27% reduce 0%
14/06/15 04:29:45 INFO mapred.JobClient:  map 28% reduce 0%
14/06/15 04:29:51 INFO mapred.JobClient:  map 29% reduce 0%
14/06/15 04:30:00 INFO mapred.JobClient:  map 30% reduce 0%
14/06/15 04:30:08 INFO mapred.JobClient:  map 31% reduce 0%
14/06/15 04:30:16 INFO mapred.JobClient:  map 32% reduce 0%
14/06/15 04:30:25 INFO mapred.JobClient:  map 33% reduce 0%
14/06/15 04:30:35 INFO mapred.JobClient:  map 34% reduce 0%
14/06/15 04:30:46 INFO mapred.JobClient:  map 35% reduce 0%
14/06/15 04:30:54 INFO mapred.JobClient:  map 36% reduce 0%
14/06/15 04:31:05 INFO mapred.JobClient:  map 37% reduce 0%
14/06/15 04:31:12 INFO mapred.JobClient:  map 38% reduce 0%
14/06/15 04:31:24 INFO mapred.JobClient:  map 39% reduce 0%
14/06/15 04:31:34 INFO mapred.JobClient:  map 40% reduce 0%
14/06/15 04:31:43 INFO mapred.JobClient:  map 41% reduce 0%
14/06/15 04:31:51 INFO mapred.JobClient:  map 42% reduce 0%
14/06/15 04:32:01 INFO mapred.JobClient:  map 43% reduce 0%
14/06/15 04:32:13 INFO mapred.JobClient:  map 44% reduce 0%
14/06/15 04:32:25 INFO mapred.JobClient:  map 45% reduce 0%
14/06/15 04:32:32 INFO mapred.JobClient:  map 46% reduce 0%
14/06/15 04:32:42 INFO mapred.JobClient:  map 47% reduce 0%
14/06/15 04:32:49 INFO mapred.JobClient:  map 48% reduce 0%
14/06/15 04:32:58 INFO mapred.JobClient:  map 49% reduce 0%
14/06/15 04:33:09 INFO mapred.JobClient:  map 50% reduce 0%
