Generating 1000000000 using 100 maps with step of 10000000
14/06/14 08:03:57 INFO mapred.JobClient: Running job: job_201406131535_0015
14/06/14 08:03:58 INFO mapred.JobClient:  map 0% reduce 0%
14/06/14 08:04:19 INFO mapred.JobClient:  map 1% reduce 0%
14/06/14 08:04:27 INFO mapred.JobClient:  map 2% reduce 0%
14/06/14 08:04:43 INFO mapred.JobClient:  map 3% reduce 0%
14/06/14 08:05:00 INFO mapred.JobClient:  map 4% reduce 0%
14/06/14 08:05:19 INFO mapred.JobClient:  map 5% reduce 0%
14/06/14 08:05:37 INFO mapred.JobClient:  map 6% reduce 0%
14/06/14 08:05:53 INFO mapred.JobClient:  map 7% reduce 0%
14/06/14 08:06:14 INFO mapred.JobClient:  map 8% reduce 0%
14/06/14 08:06:35 INFO mapred.JobClient:  map 9% reduce 0%
14/06/14 08:06:47 INFO mapred.JobClient:  map 10% reduce 0%
14/06/14 08:06:58 INFO mapred.JobClient:  map 11% reduce 0%
14/06/14 08:07:14 INFO mapred.JobClient:  map 12% reduce 0%
14/06/14 08:07:27 INFO mapred.JobClient:  map 13% reduce 0%
14/06/14 08:07:44 INFO mapred.JobClient:  map 14% reduce 0%
14/06/14 08:07:59 INFO mapred.JobClient:  map 15% reduce 0%
14/06/14 08:08:13 INFO mapred.JobClient:  map 16% reduce 0%
14/06/14 08:08:26 INFO mapred.JobClient:  map 17% reduce 0%
14/06/14 08:08:44 INFO mapred.JobClient:  map 18% reduce 0%
14/06/14 08:09:01 INFO mapred.JobClient:  map 19% reduce 0%
14/06/14 08:09:14 INFO mapred.JobClient:  map 20% reduce 0%
14/06/14 08:09:32 INFO mapred.JobClient:  map 21% reduce 0%
14/06/14 08:09:50 INFO mapred.JobClient:  map 22% reduce 0%
14/06/14 08:10:08 INFO mapred.JobClient:  map 23% reduce 0%
14/06/14 08:10:23 INFO mapred.JobClient:  map 24% reduce 0%
14/06/14 08:10:41 INFO mapred.JobClient:  map 25% reduce 0%
14/06/14 08:10:57 INFO mapred.JobClient:  map 26% reduce 0%
14/06/14 08:11:09 INFO mapred.JobClient:  map 27% reduce 0%
14/06/14 08:11:29 INFO mapred.JobClient:  map 28% reduce 0%
14/06/14 08:11:43 INFO mapred.JobClient:  map 29% reduce 0%
14/06/14 08:11:54 INFO mapred.JobClient:  map 30% reduce 0%
14/06/14 08:12:13 INFO mapred.JobClient:  map 31% reduce 0%
14/06/14 08:12:30 INFO mapred.JobClient:  map 32% reduce 0%
14/06/14 08:12:45 INFO mapred.JobClient:  map 33% reduce 0%
14/06/14 08:13:01 INFO mapred.JobClient:  map 34% reduce 0%
14/06/14 08:13:15 INFO mapred.JobClient:  map 35% reduce 0%
14/06/14 08:13:32 INFO mapred.JobClient:  map 36% reduce 0%
14/06/14 08:13:49 INFO mapred.JobClient:  map 37% reduce 0%
14/06/14 08:14:05 INFO mapred.JobClient:  map 38% reduce 0%
14/06/14 08:14:19 INFO mapred.JobClient:  map 39% reduce 0%
