Generating 3000000000 using 100 maps with step of 30000000
14/06/14 20:26:49 INFO mapred.JobClient: Running job: job_201406131535_0023
14/06/14 20:26:50 INFO mapred.JobClient:  map 0% reduce 0%
14/06/14 20:27:34 INFO mapred.JobClient:  map 1% reduce 0%
14/06/14 20:28:32 INFO mapred.JobClient:  map 2% reduce 0%
14/06/14 20:29:21 INFO mapred.JobClient:  map 3% reduce 0%
14/06/14 20:30:11 INFO mapred.JobClient:  map 4% reduce 0%
14/06/14 20:30:56 INFO mapred.JobClient:  map 5% reduce 0%
14/06/14 20:31:37 INFO mapred.JobClient:  map 6% reduce 0%
14/06/14 20:32:20 INFO mapred.JobClient:  map 7% reduce 0%
14/06/14 20:33:06 INFO mapred.JobClient:  map 8% reduce 0%
14/06/14 20:33:50 INFO mapred.JobClient:  map 9% reduce 0%
14/06/14 20:34:33 INFO mapred.JobClient:  map 10% reduce 0%
14/06/14 20:35:29 INFO mapred.JobClient:  map 11% reduce 0%
14/06/14 20:36:12 INFO mapred.JobClient:  map 12% reduce 0%
14/06/14 20:37:04 INFO mapred.JobClient:  map 13% reduce 0%
14/06/14 20:37:49 INFO mapred.JobClient:  map 14% reduce 0%
14/06/14 20:38:36 INFO mapred.JobClient:  map 15% reduce 0%
14/06/14 20:39:19 INFO mapred.JobClient:  map 16% reduce 0%
14/06/14 20:40:07 INFO mapred.JobClient:  map 17% reduce 0%
14/06/14 20:40:54 INFO mapred.JobClient:  map 18% reduce 0%
14/06/14 20:41:38 INFO mapred.JobClient:  map 19% reduce 0%
14/06/14 20:42:20 INFO mapred.JobClient:  map 20% reduce 0%
14/06/14 20:43:04 INFO mapred.JobClient:  map 21% reduce 0%
14/06/14 20:43:45 INFO mapred.JobClient:  map 22% reduce 0%
14/06/14 20:44:36 INFO mapred.JobClient:  map 23% reduce 0%
14/06/14 20:45:21 INFO mapred.JobClient:  map 24% reduce 0%
14/06/14 20:46:08 INFO mapred.JobClient:  map 25% reduce 0%
14/06/14 20:46:58 INFO mapred.JobClient:  map 26% reduce 0%
14/06/14 20:47:37 INFO mapred.JobClient:  map 27% reduce 0%
14/06/14 20:48:31 INFO mapred.JobClient:  map 28% reduce 0%
14/06/14 20:49:17 INFO mapred.JobClient:  map 29% reduce 0%
14/06/14 20:50:01 INFO mapred.JobClient:  map 30% reduce 0%
14/06/14 20:50:44 INFO mapred.JobClient:  map 31% reduce 0%
