Generating 500000000 using 100 maps with step of 5000000
14/06/14 17:56:30 INFO mapred.JobClient: Running job: job_201406131535_0019
14/06/14 17:56:31 INFO mapred.JobClient:  map 0% reduce 0%
14/06/14 17:56:50 INFO mapred.JobClient:  map 1% reduce 0%
14/06/14 17:56:52 INFO mapred.JobClient:  map 2% reduce 0%
14/06/14 17:56:55 INFO mapred.JobClient:  map 3% reduce 0%
14/06/14 17:57:01 INFO mapred.JobClient:  map 4% reduce 0%
14/06/14 17:57:10 INFO mapred.JobClient:  map 5% reduce 0%
14/06/14 17:57:17 INFO mapred.JobClient:  map 6% reduce 0%
14/06/14 17:57:28 INFO mapred.JobClient:  map 7% reduce 0%
14/06/14 17:57:37 INFO mapred.JobClient:  map 8% reduce 0%
14/06/14 17:57:46 INFO mapred.JobClient:  map 9% reduce 0%
14/06/14 17:57:57 INFO mapred.JobClient:  map 10% reduce 0%
14/06/14 17:58:04 INFO mapred.JobClient:  map 11% reduce 0%
14/06/14 17:58:14 INFO mapred.JobClient:  map 12% reduce 0%
14/06/14 17:58:21 INFO mapred.JobClient:  map 13% reduce 0%
14/06/14 17:58:30 INFO mapred.JobClient:  map 14% reduce 0%
14/06/14 17:58:39 INFO mapred.JobClient:  map 15% reduce 0%
14/06/14 17:58:46 INFO mapred.JobClient:  map 16% reduce 0%
14/06/14 17:58:53 INFO mapred.JobClient:  map 17% reduce 0%
14/06/14 17:59:00 INFO mapred.JobClient:  map 18% reduce 0%
14/06/14 17:59:08 INFO mapred.JobClient:  map 19% reduce 0%
14/06/14 17:59:16 INFO mapred.JobClient:  map 20% reduce 0%
14/06/14 17:59:23 INFO mapred.JobClient:  map 21% reduce 0%
14/06/14 17:59:29 INFO mapred.JobClient:  map 22% reduce 0%
14/06/14 17:59:34 INFO mapred.JobClient:  map 23% reduce 0%
14/06/14 17:59:44 INFO mapred.JobClient:  map 24% reduce 0%
14/06/14 17:59:53 INFO mapred.JobClient:  map 25% reduce 0%
14/06/14 18:00:00 INFO mapred.JobClient:  map 26% reduce 0%
14/06/14 18:00:10 INFO mapred.JobClient:  map 27% reduce 0%
14/06/14 18:00:18 INFO mapred.JobClient:  map 28% reduce 0%
14/06/14 18:00:26 INFO mapred.JobClient:  map 29% reduce 0%
14/06/14 18:00:36 INFO mapred.JobClient:  map 30% reduce 0%
14/06/14 18:00:43 INFO mapred.JobClient:  map 31% reduce 0%
14/06/14 18:00:50 INFO mapred.JobClient:  map 32% reduce 0%
14/06/14 18:00:59 INFO mapred.JobClient:  map 33% reduce 0%
14/06/14 18:01:10 INFO mapred.JobClient:  map 34% reduce 0%
14/06/14 18:01:19 INFO mapred.JobClient:  map 35% reduce 0%
14/06/14 18:01:29 INFO mapred.JobClient:  map 36% reduce 0%
14/06/14 18:01:39 INFO mapred.JobClient:  map 37% reduce 0%
