Generating 1000000000 using 100 maps with step of 10000000
14/06/13 16:11:48 INFO mapred.JobClient: Running job: job_201406131535_0003
14/06/13 16:11:49 INFO mapred.JobClient:  map 0% reduce 0%
14/06/13 16:12:08 INFO mapred.JobClient:  map 1% reduce 0%
14/06/13 16:12:21 INFO mapred.JobClient:  map 2% reduce 0%
14/06/13 16:12:47 INFO mapred.JobClient:  map 3% reduce 0%
14/06/13 16:13:10 INFO mapred.JobClient:  map 4% reduce 0%
14/06/13 16:13:32 INFO mapred.JobClient:  map 5% reduce 0%
14/06/13 16:13:53 INFO mapred.JobClient:  map 6% reduce 0%
14/06/13 16:14:08 INFO mapred.JobClient:  map 7% reduce 0%
14/06/13 16:14:21 INFO mapred.JobClient:  map 8% reduce 0%
14/06/13 16:14:41 INFO mapred.JobClient:  map 9% reduce 0%
14/06/13 16:15:01 INFO mapred.JobClient:  map 10% reduce 0%
14/06/13 16:15:17 INFO mapred.JobClient:  map 11% reduce 0%
14/06/13 16:15:41 INFO mapred.JobClient:  map 12% reduce 0%
14/06/13 16:16:07 INFO mapred.JobClient:  map 13% reduce 0%
14/06/13 16:16:32 INFO mapred.JobClient:  map 14% reduce 0%
14/06/13 16:16:55 INFO mapred.JobClient:  map 15% reduce 0%
14/06/13 16:17:06 INFO mapred.JobClient:  map 16% reduce 0%
14/06/13 16:17:25 INFO mapred.JobClient:  map 17% reduce 0%
14/06/13 16:17:43 INFO mapred.JobClient:  map 18% reduce 0%
14/06/13 16:18:03 INFO mapred.JobClient:  map 19% reduce 0%
14/06/13 16:18:30 INFO mapred.JobClient:  map 20% reduce 0%
14/06/13 16:18:47 INFO mapred.JobClient:  map 21% reduce 0%
14/06/13 16:19:08 INFO mapred.JobClient:  map 22% reduce 0%
14/06/13 16:19:28 INFO mapred.JobClient:  map 23% reduce 0%
14/06/13 16:19:44 INFO mapred.JobClient:  map 24% reduce 0%
14/06/13 16:20:04 INFO mapred.JobClient:  map 25% reduce 0%
14/06/13 16:20:21 INFO mapred.JobClient:  map 26% reduce 0%
14/06/13 16:20:44 INFO mapred.JobClient:  map 27% reduce 0%
14/06/13 16:21:03 INFO mapred.JobClient:  map 28% reduce 0%
14/06/13 16:21:18 INFO mapred.JobClient:  map 29% reduce 0%
14/06/13 16:21:34 INFO mapred.JobClient:  map 30% reduce 0%
14/06/13 16:21:52 INFO mapred.JobClient:  map 31% reduce 0%
14/06/13 16:22:09 INFO mapred.JobClient:  map 32% reduce 0%
14/06/13 16:22:38 INFO mapred.JobClient:  map 33% reduce 0%
14/06/13 16:22:59 INFO mapred.JobClient:  map 34% reduce 0%
14/06/13 16:23:18 INFO mapred.JobClient:  map 35% reduce 0%
14/06/13 16:23:37 INFO mapred.JobClient:  map 36% reduce 0%
14/06/13 16:23:56 INFO mapred.JobClient:  map 37% reduce 0%
14/06/13 16:24:19 INFO mapred.JobClient:  map 38% reduce 0%
14/06/13 16:24:40 INFO mapred.JobClient:  map 39% reduce 0%
14/06/13 16:25:01 INFO mapred.JobClient:  map 40% reduce 0%
14/06/13 16:25:24 INFO mapred.JobClient:  map 41% reduce 0%
14/06/13 16:25:45 INFO mapred.JobClient:  map 42% reduce 0%
14/06/13 16:26:01 INFO mapred.JobClient:  map 43% reduce 0%
14/06/13 16:26:20 INFO mapred.JobClient:  map 44% reduce 0%
14/06/13 16:26:36 INFO mapred.JobClient:  map 45% reduce 0%
14/06/13 16:26:56 INFO mapred.JobClient:  map 46% reduce 0%
14/06/13 16:27:23 INFO mapred.JobClient:  map 47% reduce 0%
14/06/13 16:27:45 INFO mapred.JobClient:  map 48% reduce 0%
14/06/13 16:28:06 INFO mapred.JobClient:  map 49% reduce 0%
14/06/13 16:28:23 INFO mapred.JobClient:  map 50% reduce 0%
14/06/13 16:28:43 INFO mapred.JobClient:  map 51% reduce 0%
14/06/13 16:29:07 INFO mapred.JobClient:  map 52% reduce 0%
14/06/13 16:29:25 INFO mapred.JobClient:  map 53% reduce 0%
14/06/13 16:29:41 INFO mapred.JobClient:  map 54% reduce 0%
14/06/13 16:30:01 INFO mapred.JobClient:  map 55% reduce 0%
14/06/13 16:30:21 INFO mapred.JobClient:  map 56% reduce 0%
14/06/13 16:30:45 INFO mapred.JobClient:  map 57% reduce 0%
14/06/13 16:31:02 INFO mapred.JobClient:  map 58% reduce 0%
14/06/13 16:31:18 INFO mapred.JobClient:  map 59% reduce 0%
14/06/13 16:31:43 INFO mapred.JobClient:  map 60% reduce 0%
14/06/13 16:32:04 INFO mapred.JobClient:  map 61% reduce 0%
14/06/13 16:32:24 INFO mapred.JobClient:  map 62% reduce 0%
14/06/13 16:32:40 INFO mapred.JobClient:  map 63% reduce 0%
14/06/13 16:33:03 INFO mapred.JobClient:  map 64% reduce 0%
14/06/13 16:33:25 INFO mapred.JobClient:  map 65% reduce 0%
14/06/13 16:33:44 INFO mapred.JobClient:  map 66% reduce 0%
14/06/13 16:34:04 INFO mapred.JobClient:  map 67% reduce 0%
14/06/13 16:34:24 INFO mapred.JobClient:  map 68% reduce 0%
14/06/13 16:34:49 INFO mapred.JobClient:  map 69% reduce 0%
14/06/13 16:35:12 INFO mapred.JobClient:  map 70% reduce 0%
14/06/13 16:35:30 INFO mapred.JobClient:  map 71% reduce 0%
14/06/13 16:35:51 INFO mapred.JobClient:  map 72% reduce 0%
14/06/13 16:36:09 INFO mapred.JobClient:  map 73% reduce 0%
14/06/13 16:36:24 INFO mapred.JobClient:  map 74% reduce 0%
14/06/13 16:36:52 INFO mapred.JobClient:  map 75% reduce 0%
14/06/13 16:37:08 INFO mapred.JobClient:  map 76% reduce 0%
14/06/13 16:37:28 INFO mapred.JobClient:  map 77% reduce 0%
14/06/13 16:37:51 INFO mapred.JobClient:  map 78% reduce 0%
14/06/13 16:38:04 INFO mapred.JobClient:  map 79% reduce 0%
14/06/13 16:38:20 INFO mapred.JobClient:  map 80% reduce 0%
14/06/13 16:38:46 INFO mapred.JobClient:  map 81% reduce 0%
14/06/13 16:39:04 INFO mapred.JobClient:  map 82% reduce 0%
14/06/13 16:39:16 INFO mapred.JobClient:  map 83% reduce 0%
14/06/13 16:39:46 INFO mapred.JobClient:  map 84% reduce 0%
14/06/13 16:40:10 INFO mapred.JobClient:  map 85% reduce 0%
14/06/13 16:40:39 INFO mapred.JobClient:  map 86% reduce 0%
14/06/13 16:40:54 INFO mapred.JobClient:  map 87% reduce 0%
14/06/13 16:41:24 INFO mapred.JobClient:  map 88% reduce 0%
14/06/13 16:41:58 INFO mapred.JobClient:  map 89% reduce 0%
14/06/13 16:42:32 INFO mapred.JobClient:  map 90% reduce 0%
14/06/13 16:43:13 INFO mapred.JobClient:  map 91% reduce 0%
14/06/13 16:43:57 INFO mapred.JobClient:  map 92% reduce 0%
14/06/13 16:44:33 INFO mapred.JobClient:  map 93% reduce 0%
14/06/13 16:45:07 INFO mapred.JobClient:  map 94% reduce 0%
14/06/13 16:45:41 INFO mapred.JobClient:  map 95% reduce 0%
14/06/13 16:46:33 INFO mapred.JobClient:  map 96% reduce 0%
14/06/13 16:47:31 INFO mapred.JobClient:  map 97% reduce 0%
14/06/13 16:48:28 INFO mapred.JobClient:  map 98% reduce 0%
14/06/13 16:50:03 INFO mapred.JobClient:  map 99% reduce 0%
14/06/13 16:53:28 INFO mapred.JobClient:  map 100% reduce 0%
14/06/13 16:53:31 INFO mapred.JobClient: Job complete: job_201406131535_0003
14/06/13 16:53:31 INFO mapred.JobClient: Counters: 19
14/06/13 16:53:31 INFO mapred.JobClient:   Job Counters 
14/06/13 16:53:31 INFO mapred.JobClient:     SLOTS_MILLIS_MAPS=78833666
14/06/13 16:53:31 INFO mapred.JobClient:     Total time spent by all reduces waiting after reserving slots (ms)=0
14/06/13 16:53:31 INFO mapred.JobClient:     Total time spent by all maps waiting after reserving slots (ms)=0
14/06/13 16:53:31 INFO mapred.JobClient:     Launched map tasks=118
14/06/13 16:53:31 INFO mapred.JobClient:     SLOTS_MILLIS_REDUCES=0
14/06/13 16:53:31 INFO mapred.JobClient:   File Input Format Counters 
14/06/13 16:53:31 INFO mapred.JobClient:     Bytes Read=0
14/06/13 16:53:31 INFO mapred.JobClient:   File Output Format Counters 
14/06/13 16:53:31 INFO mapred.JobClient:     Bytes Written=100000000000
14/06/13 16:53:31 INFO mapred.JobClient:   FileSystemCounters
14/06/13 16:53:31 INFO mapred.JobClient:     HDFS_BYTES_READ=8595
14/06/13 16:53:31 INFO mapred.JobClient:     FILE_BYTES_WRITTEN=5583390
14/06/13 16:53:31 INFO mapred.JobClient:     HDFS_BYTES_WRITTEN=100000000000
14/06/13 16:53:31 INFO mapred.JobClient:   Map-Reduce Framework
14/06/13 16:53:31 INFO mapred.JobClient:     Map input records=1000000000
14/06/13 16:53:31 INFO mapred.JobClient:     Physical memory (bytes) snapshot=8513572864
14/06/13 16:53:31 INFO mapred.JobClient:     Spilled Records=0
14/06/13 16:53:31 INFO mapred.JobClient:     CPU time spent (ms)=1939950
14/06/13 16:53:31 INFO mapred.JobClient:     Total committed heap usage (bytes)=2478510080
14/06/13 16:53:31 INFO mapred.JobClient:     Virtual memory (bytes) snapshot=72654823424
