14/06/14 21:59:32 INFO terasort.TeraSort: starting
14/06/14 21:59:33 INFO mapred.FileInputFormat: Total input paths to process : 100
14/06/14 21:59:38 WARN snappy.LoadSnappy: Snappy native library is available
14/06/14 21:59:38 INFO util.NativeCodeLoader: Loaded the native-hadoop library
14/06/14 21:59:38 INFO snappy.LoadSnappy: Snappy native library loaded
14/06/14 21:59:43 INFO zlib.ZlibFactory: Successfully loaded & initialized native-zlib library
14/06/14 21:59:43 INFO compress.CodecPool: Got brand-new compressor
Making 100 from 100000 records
Step size is 1000.0
14/06/14 21:59:45 INFO mapred.FileInputFormat: Total input paths to process : 100
14/06/14 21:59:54 INFO mapred.JobClient: Running job: job_201406131535_0024
14/06/14 21:59:55 INFO mapred.JobClient:  map 0% reduce 0%
14/06/14 22:00:20 INFO mapred.JobClient:  map 1% reduce 0%
14/06/14 22:00:35 INFO mapred.JobClient:  map 2% reduce 0%
14/06/14 22:00:52 INFO mapred.JobClient:  map 3% reduce 0%
14/06/14 22:01:06 INFO mapred.JobClient:  map 4% reduce 0%
14/06/14 22:01:20 INFO mapred.JobClient:  map 5% reduce 0%
14/06/14 22:01:36 INFO mapred.JobClient:  map 6% reduce 0%
14/06/14 22:01:55 INFO mapred.JobClient:  map 7% reduce 0%
14/06/14 22:02:15 INFO mapred.JobClient:  map 8% reduce 0%
14/06/14 22:02:41 INFO mapred.JobClient:  map 9% reduce 0%
14/06/14 22:02:43 INFO mapred.JobClient: Task Id : attempt_201406131535_0024_r_000027_0, Status : FAILED
14/06/14 22:03:04 INFO mapred.JobClient:  map 10% reduce 0%
14/06/14 22:03:18 INFO mapred.JobClient:  map 10% reduce 1%
14/06/14 22:03:31 INFO mapred.JobClient:  map 11% reduce 1%
14/06/14 22:03:51 INFO mapred.JobClient:  map 12% reduce 1%
14/06/14 22:04:12 INFO mapred.JobClient:  map 13% reduce 1%
14/06/14 22:04:30 INFO mapred.JobClient:  map 14% reduce 1%
14/06/14 22:04:47 INFO mapred.JobClient:  map 15% reduce 1%
14/06/14 22:05:05 INFO mapred.JobClient:  map 16% reduce 1%
14/06/14 22:05:08 INFO mapred.JobClient:  map 16% reduce 2%
14/06/14 22:05:25 INFO mapred.JobClient:  map 17% reduce 2%
14/06/14 22:05:42 INFO mapred.JobClient:  map 18% reduce 2%
14/06/14 22:05:57 INFO mapred.JobClient:  map 19% reduce 2%
14/06/14 22:06:15 INFO mapred.JobClient:  map 20% reduce 2%
14/06/14 22:06:35 INFO mapred.JobClient:  map 21% reduce 2%
14/06/14 22:06:52 INFO mapred.JobClient:  map 22% reduce 2%
14/06/14 22:07:11 INFO mapred.JobClient:  map 23% reduce 2%
14/06/14 22:07:22 INFO mapred.JobClient:  map 23% reduce 3%
14/06/14 22:07:26 INFO mapred.JobClient:  map 24% reduce 3%
