Generating 4000000000 using 100 maps with step of 40000000
14/06/15 10:20:48 INFO mapred.JobClient: Running job: job_201406131535_0033
14/06/15 10:20:49 INFO mapred.JobClient:  map 0% reduce 0%
14/06/15 10:21:54 INFO mapred.JobClient:  map 1% reduce 0%
14/06/15 10:22:53 INFO mapred.JobClient:  map 2% reduce 0%
14/06/15 10:24:00 INFO mapred.JobClient:  map 3% reduce 0%
14/06/15 10:25:07 INFO mapred.JobClient:  map 4% reduce 0%
14/06/15 10:26:08 INFO mapred.JobClient:  map 5% reduce 0%
14/06/15 10:27:06 INFO mapred.JobClient:  map 6% reduce 0%
14/06/15 10:28:14 INFO mapred.JobClient:  map 7% reduce 0%
14/06/15 10:29:18 INFO mapred.JobClient:  map 8% reduce 0%
14/06/15 10:30:26 INFO mapred.JobClient:  map 9% reduce 0%
14/06/15 10:31:30 INFO mapred.JobClient:  map 10% reduce 0%
14/06/15 10:32:34 INFO mapred.JobClient:  map 11% reduce 0%
14/06/15 10:33:28 INFO mapred.JobClient:  map 12% reduce 0%
14/06/15 10:34:38 INFO mapred.JobClient:  map 13% reduce 0%
14/06/15 10:35:58 INFO mapred.JobClient:  map 14% reduce 0%
14/06/15 10:36:59 INFO mapred.JobClient:  map 15% reduce 0%
14/06/15 10:38:06 INFO mapred.JobClient:  map 16% reduce 0%
14/06/15 10:39:10 INFO mapred.JobClient:  map 17% reduce 0%
14/06/15 10:40:13 INFO mapred.JobClient:  map 18% reduce 0%
14/06/15 10:41:10 INFO mapred.JobClient:  map 19% reduce 0%
14/06/15 10:42:10 INFO mapred.JobClient:  map 20% reduce 0%
14/06/15 10:43:09 INFO mapred.JobClient:  map 21% reduce 0%
14/06/15 10:44:10 INFO mapred.JobClient:  map 22% reduce 0%
14/06/15 10:45:12 INFO mapred.JobClient:  map 23% reduce 0%
14/06/15 10:46:11 INFO mapred.JobClient:  map 24% reduce 0%
14/06/15 10:47:14 INFO mapred.JobClient:  map 25% reduce 0%
