Generating 6000000000 using 100 maps with step of 60000000
14/06/14 03:52:27 INFO mapred.JobClient: Running job: job_201406131535_0013
14/06/14 03:52:28 INFO mapred.JobClient:  map 0% reduce 0%
14/06/14 03:54:10 INFO mapred.JobClient:  map 1% reduce 0%
14/06/14 03:55:43 INFO mapred.JobClient:  map 2% reduce 0%
14/06/14 03:57:21 INFO mapred.JobClient:  map 3% reduce 0%
14/06/14 03:59:07 INFO mapred.JobClient:  map 4% reduce 0%
14/06/14 04:00:47 INFO mapred.JobClient:  map 5% reduce 0%
14/06/14 04:02:11 INFO mapred.JobClient:  map 6% reduce 0%
14/06/14 04:04:01 INFO mapred.JobClient:  map 7% reduce 0%
14/06/14 04:05:35 INFO mapred.JobClient:  map 8% reduce 0%
14/06/14 04:07:12 INFO mapred.JobClient:  map 9% reduce 0%
14/06/14 04:08:41 INFO mapred.JobClient:  map 10% reduce 0%
14/06/14 04:10:33 INFO mapred.JobClient:  map 11% reduce 0%
14/06/14 04:11:57 INFO mapred.JobClient:  map 12% reduce 0%
14/06/14 04:13:29 INFO mapred.JobClient:  map 13% reduce 0%
14/06/14 04:15:09 INFO mapred.JobClient:  map 14% reduce 0%
14/06/14 04:16:47 INFO mapred.JobClient:  map 15% reduce 0%
14/06/14 04:18:27 INFO mapred.JobClient:  map 16% reduce 0%
14/06/14 04:20:00 INFO mapred.JobClient:  map 17% reduce 0%
14/06/14 04:21:43 INFO mapred.JobClient:  map 18% reduce 0%
14/06/14 04:23:18 INFO mapred.JobClient:  map 19% reduce 0%
14/06/14 04:24:58 INFO mapred.JobClient:  map 20% reduce 0%
14/06/14 04:26:38 INFO mapred.JobClient:  map 21% reduce 0%
14/06/14 04:28:14 INFO mapred.JobClient:  map 22% reduce 0%
14/06/14 04:29:47 INFO mapred.JobClient:  map 23% reduce 0%
14/06/14 04:31:25 INFO mapred.JobClient:  map 24% reduce 0%
14/06/14 04:32:54 INFO mapred.JobClient:  map 25% reduce 0%
14/06/14 04:34:35 INFO mapred.JobClient:  map 26% reduce 0%
14/06/14 04:36:09 INFO mapred.JobClient:  map 27% reduce 0%
14/06/14 04:37:47 INFO mapred.JobClient:  map 28% reduce 0%
14/06/14 04:39:28 INFO mapred.JobClient:  map 29% reduce 0%
14/06/14 04:40:54 INFO mapred.JobClient:  map 30% reduce 0%
