Generating 5000000000 using 100 maps with step of 50000000
14/06/13 09:42:39 INFO mapred.JobClient: Running job: job_201406122141_0011
14/06/13 09:42:40 INFO mapred.JobClient:  map 0% reduce 0%
14/06/13 09:44:21 INFO mapred.JobClient:  map 1% reduce 0%
14/06/13 09:45:38 INFO mapred.JobClient:  map 2% reduce 0%
14/06/13 09:46:59 INFO mapred.JobClient:  map 3% reduce 0%
14/06/13 09:48:23 INFO mapred.JobClient:  map 4% reduce 0%
14/06/13 09:49:48 INFO mapred.JobClient:  map 5% reduce 0%
14/06/13 09:51:12 INFO mapred.JobClient:  map 6% reduce 0%
14/06/13 09:52:28 INFO mapred.JobClient:  map 7% reduce 0%
14/06/13 09:53:44 INFO mapred.JobClient:  map 8% reduce 0%
14/06/13 09:54:59 INFO mapred.JobClient:  map 9% reduce 0%
14/06/13 09:56:11 INFO mapred.JobClient:  map 10% reduce 0%
14/06/13 09:57:40 INFO mapred.JobClient:  map 11% reduce 0%
14/06/13 09:59:02 INFO mapred.JobClient:  map 12% reduce 0%
14/06/13 10:00:18 INFO mapred.JobClient:  map 13% reduce 0%
14/06/13 10:01:45 INFO mapred.JobClient:  map 14% reduce 0%
14/06/13 10:03:11 INFO mapred.JobClient:  map 15% reduce 0%
14/06/13 10:04:20 INFO mapred.JobClient:  map 16% reduce 0%
14/06/13 10:05:43 INFO mapred.JobClient:  map 17% reduce 0%
14/06/13 10:07:02 INFO mapred.JobClient:  map 18% reduce 0%
14/06/13 10:08:17 INFO mapred.JobClient:  map 19% reduce 0%
14/06/13 10:09:46 INFO mapred.JobClient:  map 20% reduce 0%
14/06/13 10:11:09 INFO mapred.JobClient:  map 21% reduce 0%
14/06/13 10:12:37 INFO mapred.JobClient:  map 22% reduce 0%
14/06/13 10:14:09 INFO mapred.JobClient:  map 23% reduce 0%
14/06/13 10:15:33 INFO mapred.JobClient:  map 24% reduce 0%
14/06/13 10:17:04 INFO mapred.JobClient:  map 25% reduce 0%
14/06/13 10:18:51 INFO mapred.JobClient:  map 26% reduce 0%
14/06/13 10:20:23 INFO mapred.JobClient:  map 27% reduce 0%
14/06/13 10:21:53 INFO mapred.JobClient:  map 28% reduce 0%
14/06/13 10:23:21 INFO mapred.JobClient:  map 29% reduce 0%
14/06/13 10:24:40 INFO mapred.JobClient:  map 30% reduce 0%
14/06/13 10:26:04 INFO mapred.JobClient:  map 31% reduce 0%
14/06/13 10:27:36 INFO mapred.JobClient:  map 32% reduce 0%
14/06/13 10:28:49 INFO mapred.JobClient:  map 33% reduce 0%
14/06/13 10:30:15 INFO mapred.JobClient:  map 34% reduce 0%
14/06/13 10:31:38 INFO mapred.JobClient:  map 35% reduce 0%
14/06/13 10:33:00 INFO mapred.JobClient:  map 36% reduce 0%
14/06/13 10:34:21 INFO mapred.JobClient:  map 37% reduce 0%
14/06/13 10:35:46 INFO mapred.JobClient:  map 38% reduce 0%
14/06/13 10:37:00 INFO mapred.JobClient:  map 39% reduce 0%
14/06/13 10:38:21 INFO mapred.JobClient:  map 40% reduce 0%
14/06/13 10:39:40 INFO mapred.JobClient:  map 41% reduce 0%
14/06/13 10:41:17 INFO mapred.JobClient:  map 42% reduce 0%
14/06/13 10:42:49 INFO mapred.JobClient:  map 43% reduce 0%
14/06/13 10:44:15 INFO mapred.JobClient:  map 44% reduce 0%
14/06/13 10:45:36 INFO mapred.JobClient:  map 45% reduce 0%
14/06/13 10:46:57 INFO mapred.JobClient:  map 46% reduce 0%
14/06/13 10:48:12 INFO mapred.JobClient:  map 47% reduce 0%
14/06/13 10:49:34 INFO mapred.JobClient:  map 48% reduce 0%
14/06/13 10:51:02 INFO mapred.JobClient:  map 49% reduce 0%
14/06/13 10:52:25 INFO mapred.JobClient:  map 50% reduce 0%
14/06/13 10:53:47 INFO mapred.JobClient:  map 51% reduce 0%
14/06/13 10:55:09 INFO mapred.JobClient:  map 52% reduce 0%
14/06/13 10:56:23 INFO mapred.JobClient:  map 53% reduce 0%
14/06/13 10:57:45 INFO mapred.JobClient:  map 54% reduce 0%
14/06/13 10:58:52 INFO mapred.JobClient:  map 55% reduce 0%
14/06/13 11:00:15 INFO mapred.JobClient:  map 56% reduce 0%
14/06/13 11:01:18 INFO mapred.JobClient:  map 57% reduce 0%
14/06/13 11:02:35 INFO mapred.JobClient:  map 58% reduce 0%
14/06/13 11:03:45 INFO mapred.JobClient:  map 59% reduce 0%
14/06/13 11:05:01 INFO mapred.JobClient:  map 60% reduce 0%
14/06/13 11:06:27 INFO mapred.JobClient:  map 61% reduce 0%
14/06/13 11:08:01 INFO mapred.JobClient:  map 62% reduce 0%
14/06/13 11:09:26 INFO mapred.JobClient:  map 63% reduce 0%
14/06/13 11:10:52 INFO mapred.JobClient:  map 64% reduce 0%
14/06/13 11:12:15 INFO mapred.JobClient:  map 65% reduce 0%
14/06/13 11:13:31 INFO mapred.JobClient:  map 66% reduce 0%
14/06/13 11:14:55 INFO mapred.JobClient:  map 67% reduce 0%
14/06/13 11:16:29 INFO mapred.JobClient:  map 68% reduce 0%
14/06/13 11:17:48 INFO mapred.JobClient:  map 69% reduce 0%
14/06/13 11:19:20 INFO mapred.JobClient:  map 70% reduce 0%
14/06/13 11:20:54 INFO mapred.JobClient:  map 71% reduce 0%
14/06/13 11:22:12 INFO mapred.JobClient:  map 72% reduce 0%
14/06/13 11:23:51 INFO mapred.JobClient:  map 73% reduce 0%
14/06/13 11:25:11 INFO mapred.JobClient:  map 74% reduce 0%
14/06/13 11:26:25 INFO mapred.JobClient:  map 75% reduce 0%
14/06/13 11:28:05 INFO mapred.JobClient:  map 76% reduce 0%
14/06/13 11:29:23 INFO mapred.JobClient:  map 77% reduce 0%
14/06/13 11:30:35 INFO mapred.JobClient:  map 78% reduce 0%
14/06/13 11:31:56 INFO mapred.JobClient:  map 79% reduce 0%
14/06/13 11:33:16 INFO mapred.JobClient:  map 80% reduce 0%
14/06/13 11:34:46 INFO mapred.JobClient:  map 81% reduce 0%
14/06/13 11:36:06 INFO mapred.JobClient:  map 82% reduce 0%
14/06/13 11:37:40 INFO mapred.JobClient:  map 83% reduce 0%
14/06/13 11:39:26 INFO mapred.JobClient:  map 84% reduce 0%
14/06/13 11:41:04 INFO mapred.JobClient:  map 85% reduce 0%
14/06/13 11:43:37 INFO mapred.JobClient:  map 86% reduce 0%
14/06/13 11:46:02 INFO mapred.JobClient:  map 87% reduce 0%
14/06/13 11:48:41 INFO mapred.JobClient:  map 88% reduce 0%
14/06/13 11:50:54 INFO mapred.JobClient:  map 89% reduce 0%
14/06/13 11:53:26 INFO mapred.JobClient:  map 90% reduce 0%
14/06/13 11:56:32 INFO mapred.JobClient:  map 91% reduce 0%
14/06/13 11:58:49 INFO mapred.JobClient:  map 92% reduce 0%
14/06/13 12:01:35 INFO mapred.JobClient:  map 93% reduce 0%
14/06/13 12:04:58 INFO mapred.JobClient:  map 94% reduce 0%
14/06/13 12:08:19 INFO mapred.JobClient:  map 95% reduce 0%
14/06/13 12:11:39 INFO mapred.JobClient:  map 96% reduce 0%
14/06/13 12:14:59 INFO mapred.JobClient:  map 97% reduce 0%
14/06/13 12:17:54 INFO mapred.JobClient:  map 98% reduce 0%
14/06/13 12:22:04 INFO mapred.JobClient:  map 99% reduce 0%
14/06/13 12:31:14 INFO mapred.JobClient:  map 100% reduce 0%
14/06/13 12:31:18 INFO mapred.JobClient: Job complete: job_201406122141_0011
14/06/13 12:31:18 INFO mapred.JobClient: Counters: 19
14/06/13 12:31:18 INFO mapred.JobClient:   Job Counters 
14/06/13 12:31:18 INFO mapred.JobClient:     SLOTS_MILLIS_MAPS=329465594
14/06/13 12:31:18 INFO mapred.JobClient:     Total time spent by all reduces waiting after reserving slots (ms)=0
14/06/13 12:31:18 INFO mapred.JobClient:     Total time spent by all maps waiting after reserving slots (ms)=0
14/06/13 12:31:18 INFO mapred.JobClient:     Launched map tasks=120
